10,6
20,7
30,5
40,8
50,8
60,9
70,7
80,7
90,7
100,8
110,8
120,10
130,11
140,12
150,12
160,10
170,9
180,9
190,10
200,10
210,8
220,8
230,7
240,9
250,9
260,7
270,8
280,8
290,8
300,8
310,8
320,7
330,9
340,8
350,7
360,8
370,8
380,7
390,7
400,7
410,8
420,11
430,9
440,11
450,12
460,15
470,15
480,16
490,13
500,12
510,11
520,10
530,9
540,8
550,10
560,9
570,8
580,9
590,10
600,12
610,11
620,12
630,11
640,10
650,10
660,9
670,7
680,8
690,6
700,3
710,4
720,3
730,4
740,4
750,7
760,7
770,7
780,6
790,5
800,5
810,4
820,3
830,3
840,2
850,2
860,2
870,3
880,3
890,2
900,2
910,2
920,2
930,2
940,2
950,2
960,2
970,2
980,2
990,2
1000,2
1010,2
1020,3
1030,4
1040,4
1050,5
1060,5
1070,5
1080,5
1090,5
1100,4
1110,4
1120,3
1130,3
1140,3
1150,3
1160,3
1170,3
1180,3
1190,3
1200,3
1210,3
1220,3
1230,4
1240,1
1250,1
1260,1
1270,1
1280,1
1290,1
1300,1
1310,1
1320,2
1330,1
1340,3
1350,3
1360,2
1370,1
1380,1
1390,1
1400,1
1410,1
1420,1
1430,2
1440,2
1450,3
1460,3
1470,4
1480,6
1490,6
1500,6
1510,6
1520,6
1530,6
1540,6
1550,5
1560,5
1570,4
1580,4
1590,4
1600,4
1610,3
1620,4
1630,6
1640,6
1650,6
1660,8
1670,9
1680,8
1690,9
1700,6
1710,7
1720,6
1730,5
1740,5
1750,6
1760,6
1770,5
1780,4
1790,4
1800,5
