1,0
2,1
3,1
4,1
5,1
6,2
7,2
8,2
9,4
10,4
11,4
12,4
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,1
22,1
23,1
24,2
25,2
26,3
27,2
28,2
29,1
30,4
31,1
32,0
33,1
34,2
35,1
36,2
37,2
38,1
39,1
40,1
41,2
42,2
43,3
44,3
45,3
46,4
47,4
48,4
49,4
50,3
51,2
52,2
53,2
54,2
55,3
56,2
57,2
58,2
59,2
60,2
61,2
62,2
63,2
64,0
65,0
66,0
67,0
68,3
69,1
70,1
71,1
72,1
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,3
82,3
83,2
84,2
85,3
86,2
87,2
88,2
89,2
90,2
91,1
92,2
93,1
94,1
95,1
96,1
97,0
98,2
99,1
100,1
101,2
102,2
103,2
104,2
105,2
106,3
107,3
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,4
117,4
118,2
119,3
120,1
121,4
122,3
123,4
124,4
125,4
126,3
127,3
128,4
129,4
130,4
131,4
132,4
133,4
134,4
135,4
136,3
137,1
138,1
139,1
140,1
141,1
142,1
143,3
144,2
145,2
146,4
147,3
148,3
149,4
150,4
151,3
152,3
153,3
154,3
155,3
156,3
157,4
158,4
159,4
160,3
161,3
162,3
163,4
164,2
165,3
166,3
167,2
168,1
169,1
170,2
171,2
172,2
173,3
174,3
175,3
176,3
177,3
178,3
179,3
180,3
181,2
182,2
183,2
184,3
185,2
186,3
187,3
188,3
189,3
190,3
191,4
192,4
193,4
194,4
195,3
196,3
197,3
198,4
199,3
200,3
201,4
202,4
203,4
204,4
205,3
206,4
207,3
208,3
209,3
210,2
211,3
212,3
213,3
214,2
215,3
216,2
217,2
218,2
219,2
220,1
221,2
222,3
223,4
224,4
225,4
226,4
227,4
228,3
229,2
230,3
231,3
232,2
233,3
234,4
235,4
236,5
237,4
238,2
239,4
240,5
241,5
242,4
243,4
244,2
245,2
246,2
247,2
248,2
249,2
250,1
251,2
252,2
253,2
254,2
255,3
256,4
257,3
258,3
259,2
260,3
261,4
262,3
263,4
264,3
265,3
266,2
267,2
268,2
269,2
270,2
271,3
272,3
273,3
274,3
275,3
276,3
277,3
278,3
279,2
280,1
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,0
289,3
290,2
291,3
292,2
293,4
294,4
295,5
296,5
297,5
298,4
299,5
300,4
301,3
302,3
303,3
304,4
305,3
306,4
307,3
308,3
309,2
310,2
311,1
312,3
313,3
314,2
315,2
316,2
317,2
318,2
319,3
320,3
321,3
322,3
323,3
324,3
325,3
326,3
327,4
328,5
329,4
330,4
331,5
332,5
333,5
334,4
335,5
336,5
337,2
338,4
339,3
340,3
341,2
342,2
343,2
344,1
345,4
346,3
347,4
348,2
349,4
350,3
351,3
352,3
353,3
354,3
355,3
356,4
357,3
358,3
359,3
360,4
361,4
362,4
363,4
364,4
365,3
366,3
367,3
368,3
369,3
370,3
371,3
372,2
373,1
374,1
375,2
376,3
377,2
378,2
379,2
380,2
381,2
382,3
383,3
384,3
385,3
386,3
387,3
388,3
389,4
390,4
391,4
392,4
393,3
394,5
395,3
396,3
397,4
398,5
399,3
400,3
401,3
402,2
403,3
404,3
405,3
406,2
407,3
408,2
409,2
410,3
411,3
412,3
413,3
414,3
415,3
416,3
417,3
418,3
419,4
420,4
421,4
