1,4
2,4
3,4
4,3
5,4
6,3
7,3
8,3
9,3
10,1
11,2
12,2
13,1
14,1
15,2
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,3
24,2
25,2
26,3
27,2
28,3
29,2
30,3
31,2
32,2
33,3
34,4
35,2
36,5
37,3
38,4
39,2
40,2
41,2
42,2
43,2
44,1
45,3
46,2
47,2
48,3
49,3
50,2
51,2
52,4
53,4
54,4
55,4
56,4
57,4
58,4
59,5
60,5
61,4
62,4
63,5
64,5
65,6
66,4
67,5
68,4
69,4
70,4
71,4
72,5
73,6
74,3
75,5
76,5
77,3
78,4
79,2
80,3
81,3
82,4
83,3
84,4
85,4
86,2
87,5
88,2
89,3
90,3
91,4
92,2
93,3
94,3
95,4
96,4
97,4
98,4
99,4
100,5
101,4
102,5
103,5
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,5
113,4
114,5
115,5
116,6
117,5
118,4
119,4
120,4
121,6
122,6
123,4
124,4
125,6
126,5
127,6
128,5
129,5
130,5
131,6
132,4
133,7
134,6
135,7
136,6
137,6
138,6
139,7
140,8
141,7
142,7
143,6
144,8
145,8
146,8
147,8
148,9
149,9
150,8
151,7
152,6
153,6
154,6
155,5
156,7
157,8
158,8
159,8
160,8
161,6
162,3
163,3
164,5
165,5
166,6
167,6
168,5
169,6
170,7
171,4
172,2
173,4
174,4
175,4
176,5
177,3
178,6
179,6
180,6
181,8
182,6
183,5
184,5
185,5
186,9
187,7
188,7
189,6
190,6
191,7
192,8
193,9
194,7
195,7
196,7
197,8
198,8
199,11
200,9
201,9
202,12
203,11
204,10
205,11
206,10
207,9
208,9
209,9
210,9
211,8
212,10
213,9
214,8
215,8
216,9
217,9
218,9
219,10
220,9
221,9
222,8
223,8
224,8
225,8
226,8
227,7
228,8
229,9
230,9
231,9
232,10
233,9
234,8
235,9
236,9
237,9
238,9
239,9
240,8
241,9
242,8
243,7
244,7
245,11
246,10
247,10
248,9
249,8
250,8
251,8
252,8
253,7
254,7
255,6
256,6
257,6
258,6
259,6
260,7
261,7
262,6
263,7
264,6
265,7
266,7
267,7
268,9
269,6
270,8
271,7
272,8
273,8
274,8
275,8
276,8
277,8
278,8
279,7
280,7
281,8
282,8
283,9
284,10
285,10
286,9
287,8
288,10
289,9
290,6
291,7
292,7
293,4
294,4
295,6
296,4
297,5
298,5
299,5
300,6
301,6
302,5
303,6
304,6
305,7
306,6
307,5
308,5
309,5
310,6
311,7
312,6
313,7
314,7
315,7
316,5
317,7
318,7
319,7
320,6
321,7
322,8
323,7
324,7
325,7
326,7
327,8
328,7
329,9
330,9
331,6
332,8
333,8
334,6
335,7
336,8
337,7
338,7
339,7
340,8
341,7
342,9
343,8
344,9
345,9
346,8
347,7
348,7
349,7
350,8
351,5
352,5
353,7
354,6
355,5
356,5
357,5
358,6
359,4
360,5
361,5
362,5
363,5
364,5
365,5
366,6
367,6
368,6
369,6
370,6
371,6
372,6
373,6
374,6
